age,bio,job,school,anthem_title,anthem_artist,gender,descriptor_text,interest_text,total_photos,desition,longitud,latitud,hash_key,descriptor,interest,city_hashed
23.0,Spanish MEEF master's student.,['NotSpecified'],Université de Caen-Normandie,AM Remix,J Balvin,NotSpecified,|Aries|Better in person|Occasionally|Wine|All the pets|Off the grid|Masters|Social smoker,|Movies|Theater|Language Exchange,6,2,-5.669032304,43.53326807,-8.600758982440525e+18,"['Aries', 'Better in person', 'Occasionally', 'Wine', 'All the pets', 'Off the grid', 'Masters', 'Social smoker']","['Movies', 'Theater', 'Language Exchange']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
26.0,Asturian geek new to Madrid!:smiling_face_with_hearts:,['Ingeniera de software'],,,,NotSpecified,|Virgo|Bad texter|Omnivore|Cat|Socially active|Non-smoker|Cocktails,|Travel|Music|Shopping|Esports,7,2,-5.669032304,43.53326807,-7.88480278213479e+18,"['Virgo', 'Bad texter', 'Omnivore', 'Cat', 'Socially active', 'Non-smoker', 'Cocktails']","['Travel', 'Music', 'Shopping', 'Esports']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
23.0,Asturian in Madrid.||with cats; books and beer; I lose my|head. ||little plants; animals and good vibes.:green_heart::seedling:||please send me memes.||everything makes me laugh; so if I laugh at something you give it's not because you're funny (or maybe it is).,['NotSpecified'],,Piden Unidad,Fly Katanah,NotSpecified,|Libra|Omnivore|All the drinks|Pet-free|Smoker,|Nature|Museum|Reading,11,2,-5.669032304,43.53326807,7.003171260071564e+18,"['Libra', 'Omnivore', 'All the drinks', 'Pet-free', 'Smoker']","['Nature', 'Museum', 'Reading']",500a2b51765bf57441a2a5ba95621dcccc92722c51d321cef2d28c0084181b2f
24.0,"Yes, no one knows what he's doing here.",['NotSpecified'],Universidad de Oviedo,,,NotSpecified,|Wine,,10,2,-5.669032304,43.53326807,3.662047238717353e+18,['Wine'],[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
40.0,sincere and characterful girl,['NotSpecified'],,,,NotSpecified,,,11,2,-5.669032304,43.53326807,-3.987037888019035e+18,[],[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
23.0,:Colombia:|I'm new in town; I'm looking to make love!|insta:,['NotSpecified'],,,,NotSpecified,|Leo|B time texter|Socially active|Occasionally|All the drinks|Pet-free,|Travel|Camping|Movies|Party Animal,5,2,-5.669032304,43.53326807,5.439660072928858e+18,"['Leo', 'B time texter', 'Socially active', 'Occasionally', 'All the drinks', 'Pet-free']","['Travel', 'Camping', 'Movies', 'Party Animal']",fa09f9d976c97495c1f5d1a5de5c6fad93dd06a986a8b6c8c3f37e4154a87b21
18.0,enviame memes de monos | por si acaso:flushed_face::backhand_index_pointing_right_light_skin_tone::backhand_index_pointing_left_light_skin_tone:,['NotSpecified'],,,,NotSpecified,,,4,2,-5.669032304,43.53326807,-7.154204712811531e+18,[],[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
46.0,:dizzy::folded_hands::red_heart:,['NotSpecified'],,,,NotSpecified,|Scorpio|Better in person|Carnivore|Dog|Gym rat,|Coffee|Music|Tattoos|Walking,9,2,-5.669032304,43.53326807,-2.5660175405659694e+18,"['Scorpio', 'Better in person', 'Carnivore', 'Dog', 'Gym rat']","['Coffee', 'Music', 'Tattoos', 'Walking']",fa09f9d976c97495c1f5d1a5de5c6fad93dd06a986a8b6c8c3f37e4154a87b21
26.0,:rainbow:open mind| poetry; music; dance; cinema; nature; sport :artist_palette::musical_notes::clapper_board::sunrise:||tourism:globe_showing_Americas: aries :Aries: impulsiveness and passion :face_with_hand_over_mouth::fire:|adrenaline:tornado:,['Guía turística'],Institute of Business and Tourism,,,NotSpecified,|Aries|Better in person|Socially active|Occasionally|Beer|Pescatarian|Dog|Social smoker,|Nature|Travel|Dancing|Art,7,2,-5.669032304,43.53326807,-2.566697416345522e+18,"['Aries', 'Better in person', 'Socially active', 'Occasionally', 'Beer', 'Pescatarian', 'Dog', 'Social smoker']","['Nature', 'Travel', 'Dancing', 'Art']",d050c79dd8bee6796462392135aff3a72587a750c54f7e49719014adef009cab
19.0,literally this was for the hahas,['NotSpecified'],Universidad de Oviedo,pov,Ariana Grande,NotSpecified,|Non-smoker|Aquarius|All the drinks|Pet-free|In College,|Netflix|Music|Movies|Singer|Coffee,6,2,-5.669032304,43.53326807,3.8778922764163424e+17,"['Non-smoker', 'Aquarius', 'All the drinks', 'Pet-free', 'In College']","['Netflix', 'Music', 'Movies', 'Singer', 'Coffee']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
20.0,i'm doing the erasmus in palermo so i wanna meet nice people here :)) |want to improve my italian language ||i'm from spain:Spain:,['NotSpecified'],Universidad de Oviedo,Che bella giornata,Willie Peyote,Woman,|In College,|Art|Movies|Karaoke,8,2,-5.669032304,43.53326807,7.325877942070085e+17,['In College'],"['Art', 'Movies', 'Karaoke']",fa09f9d976c97495c1f5d1a5de5c6fad93dd06a986a8b6c8c3f37e4154a87b21
23.0,keep it cutre.|life is getting boring for me.|I'm a pussy; I'm coming in.,['NotSpecified'],,Famous Last Words,My Chemical Romance,NotSpecified,|Gemini,,6,2,-5.669032304,43.53326807,-3.013067210837553e+18,['Gemini'],[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
20.0,I'm new to this hahahahaha; talk to me because I don't eat and I'm bored jujuju:partying_face::partying_face:,['NotSpecified'],,,,Woman,|Taurus|B time texter|Socially active|Mix drinks|Dog|Smoker|In College,|Party Animal|Soccer|Shopping,13,2,-5.669032304,43.53326807,-5.335243890336351e+18,"['Taurus', 'B time texter', 'Socially active', 'Mix drinks', 'Dog', 'Smoker', 'In College']","['Party Animal', 'Soccer', 'Shopping']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
21.0,I have red hair; sometimes my eyes too..:lady_beetle:|Vegan climbing project :woman_climbing::maple_leaf:|I drink coffee with cinnamon:sunflower:,['NotSpecified'],,Es Épico,Canserbero,NotSpecified,,|Travel|Outdoors|Environmentalism|Climbing,8,2,-5.669032304,43.53326807,2.77474313518084e+18,[],"['Travel', 'Outdoors', 'Environmentalism', 'Climbing']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
21.0,"If you're coming here with the sole intention of fucking, go away and turn around. |I'm looking for someone with whom I can talk about a million things because I'm already here for that. |I'm not looking for any relationship.||",['Camarera'],,Guajiro,Ayax y Prok; Dollar Selmouni,NotSpecified,|Libra|B time texter|Omnivore|Socially active|Occasionally|Non-smoker|Cocktails|All the pets,|Festivals|Movies|Netflix,5,2,-5.669032304,43.53326807,-7.924078900963214e+18,"['Libra', 'B time texter', 'Omnivore', 'Socially active', 'Occasionally', 'Non-smoker', 'Cocktails', 'All the pets']","['Festivals', 'Movies', 'Netflix']",0870cd20f8e10426b06f07b5471d88124044237463120b6db9c4e1053017fb1e
29.0,"An Andorran in Gijón.|I am a very simple girl, natural and sincere.",['NotSpecified'],,Supersubmarina,Supersubmarina,NotSpecified,|Socially active|Occasionally|Non-smoker|Virgo|Dog|B time texter,|Music|Tattoos|Travel|Movies,9,2,-5.669032304,43.53326807,-3.200233243667653e+18,"['Socially active', 'Occasionally', 'Non-smoker', 'Virgo', 'Dog', 'B time texter']","['Music', 'Tattoos', 'Travel', 'Movies']",d050c79dd8bee6796462392135aff3a72587a750c54f7e49719014adef009cab
21.0,"I'm looking to meet people and if something comes up, great.",['NotSpecified'],University of Oviedo Universidad de Oviedo,All Star,Smash Mouth,NotSpecified,|Capricorn|Better in person|Omnivore|Cat|Socially active|Cocktails|Never|Mask & distanced|Non-smoker|In College,|Nature|Instagram|Movies|Reading,5,2,-5.669032304,43.53326807,-6.654979233785373e+18,"['Capricorn', 'Better in person', 'Omnivore', 'Cat', 'Socially active', 'Cocktails', 'Never', 'Mask & distanced', 'Non-smoker', 'In College']","['Nature', 'Instagram', 'Movies', 'Reading']",d050c79dd8bee6796462392135aff3a72587a750c54f7e49719014adef009cab
23.0,"Cheer up, I only have a few characters left.",['NotSpecified'],La Calle Mi Escuela Bro,Lht My Love,Greta Van Fleet,NotSpecified,|Better in person|All the pets,|Movies|Music|Coffee,7,2,-5.669032304,43.53326807,5.524338050871594e+18,"['Better in person', 'All the pets']","['Movies', 'Music', 'Coffee']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
19.0,I have my face tattooed; do you want to see it?,['NotSpecified'],,Muévelo,Kaydy Cain; Lowlht,NotSpecified,|Capricorn|All the drinks|Smoker when drinking,|Tattoos|Cooking|Dancing|Art|Wine,8,2,-5.669032304,43.53326807,2.392398414700093e+18,"['Capricorn', 'All the drinks', 'Smoker when drinking']","['Tattoos', 'Cooking', 'Dancing', 'Art', 'Wine']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
19.0,believe me we have nothing in common.|abstain from one night stands laugh|i'm not using this shit anymore| : vonzaalezz in case you're interested.,['NotSpecified'],University of Buenos Aires,,,Woman,,|Wine|Walking,5,2,-5.669032304,43.53326807,4.930420542007642e+18,[],"['Wine', 'Walking']",d050c79dd8bee6796462392135aff3a72587a750c54f7e49719014adef009cab
22.0,"people, what a life!|:airplane::sun::mountain::cherry_blossom:",['NotSpecified'],Universidad de Oviedo,Black Out Days - Future Islands Remix,Phantogram; Future Islands,NotSpecified,|Socially active|Occasionally|Pisces|All the drinks|Dog,|Dancing|Travel|Outdoors|Fashion|Tattoos,10,2,-5.669032304,43.53326807,-8.492669422045246e+18,"['Socially active', 'Occasionally', 'Pisces', 'All the drinks', 'Dog']","['Dancing', 'Travel', 'Outdoors', 'Fashion', 'Tattoos']",98ec0c53163b84a86cd899d99a2b92850f62c2bdb167ea49f170ff461b9c5269
20.0,: patriavela,['NotSpecified'],,,,NotSpecified,,|Travel|Photography|Sports|Fashion|Volunteering,4,2,-5.669032304,43.53326807,3.064638150162992e+18,[],"['Travel', 'Photography', 'Sports', 'Fashion', 'Volunteering']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
21.0,"Hi;|Don't get lost in my eyes that are like the Bermuda Triangle.|' :sparkles:|I love anime, sports and nature :steaming_bowl::seedling::basketball:|I'm just looking for something serious; and if not, friendship :smiling_face::blue_heart:|Madrid",['Grado Superior de Gestión Forestal Y Medioambiental'],,good 4 u,Olivia Rodro,NotSpecified,|Virgo|Better in person|Omnivore|Socially active|Non-smoker|Dog|Gym rat|Mix drinks,|Nature|Working out|Baking|Art,9,2,-5.669032304,43.53326807,-5.714794141904429e+18,"['Virgo', 'Better in person', 'Omnivore', 'Socially active', 'Non-smoker', 'Dog', 'Gym rat', 'Mix drinks']","['Nature', 'Working out', 'Baking', 'Art']",500a2b51765bf57441a2a5ba95621dcccc92722c51d321cef2d28c0084181b2f
21.0,tinder is a meme and we all know it | I just want to make plans with who and whoever | if you make me laugh you've won me over | joint and juice? |,['NotSpecified'],,Guajiro,Ayax y Prok; Dollar Selmouni,NotSpecified,|Sagittarius|B time texter|Socially active|Occasionally|All the drinks|All the pets|Smoker,|Outdoors,7,2,-5.669032304,43.53326807,-7.109466062647455e+18,"['Sagittarius', 'B time texter', 'Socially active', 'Occasionally', 'All the drinks', 'All the pets', 'Smoker']",['Outdoors'],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
22.0,Currently in Aviles on vacation; we are looking for people to go out with|,['NotSpecified'],,,,NotSpecified,|Aries|Phone caller|Omnivore|Socially active|Occasionally|Non-smoker|Beer|Dog,|Nature|Outdoors|World Traveler|Sports,7,2,-5.669032304,43.53326807,1.2470277689595075e+18,"['Aries', 'Phone caller', 'Omnivore', 'Socially active', 'Occasionally', 'Non-smoker', 'Beer', 'Dog']","['Nature', 'Outdoors', 'World Traveler', 'Sports']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
24.0,bióloga:microscope::microbe::cherry_blossom:|| :clinking_beer_mugs:,['NotSpecified'],Universidad de Oviedo,,,NotSpecified,,|Tattoos|Walking|Reading|Netflix,8,2,-5.669032304,43.53326807,-4.663914034791732e+18,[],"['Tattoos', 'Walking', 'Reading', 'Netflix']",d050c79dd8bee6796462392135aff3a72587a750c54f7e49719014adef009cab
19.0,yo qué sé. |:beaming_face_with_smiling_eyes:,['NotSpecified'],Universidad de Oviedo,(I Just) Died In Your Arms,Cutting Crew,Woman,,|Museum|Movies|Reading|Art,3,2,-5.669032304,43.53326807,-8.553804066582102e+18,[],"['Museum', 'Movies', 'Reading', 'Art']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
24.0,sunsets?: :star-struck:; look at the moon could define me,['NotSpecified'],Universidad de Oviedo,,,NotSpecified,,,10,2,-5.669032304,43.53326807,6.497432021848215e+18,[],[],d050c79dd8bee6796462392135aff3a72587a750c54f7e49719014adef009cab
18.0,live the present|enduro life|motocross you do what you can,['NotSpecified'],,El Baile,IZAL,Woman,,|Nature|Outdoors,7,2,-5.669032304,43.53326807,-6.614395910948021e+18,[],"['Nature', 'Outdoors']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
19.0,I like beer and talking|I love art and history|:))|insta:,['NotSpecified'],Universidad de Oviedo,M.,Niña Polaca,Woman,|Scorpio|B time texter|Socially active|Beer|All the pets|In College|Smoker,|Travel|Art|Music|Festivals|Tattoos,10,2,-5.669032304,43.53326807,7.503465314158944e+18,"['Scorpio', 'B time texter', 'Socially active', 'Beer', 'All the pets', 'In College', 'Smoker']","['Travel', 'Art', 'Music', 'Festivals', 'Tattoos']",3f1498e968990117db753a345b647276b8c35a167b906984b91c85e11423c5c3
26.0,no :eyes: soy alta :victory_hand_light_skin_tone:,['Marketing Director'],Saint Joseph's University,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Bad Bunny,NotSpecified,|Leo|Better in person|Socially active|Non-smoker|Cocktails|Gym rat|Bachelors,|Travel|Language Exchange|Movies|Disney|Blogging,10,2,-5.669032304,43.53326807,-4.424132585389761e+18,"['Leo', 'Better in person', 'Socially active', 'Non-smoker', 'Cocktails', 'Gym rat', 'Bachelors']","['Travel', 'Language Exchange', 'Movies', 'Disney', 'Blogging']",fa09f9d976c97495c1f5d1a5de5c6fad93dd06a986a8b6c8c3f37e4154a87b21
24.0,ups |insta: andreamoyaa,['NotSpecified'],gijon,Esto Recién Empieza,Duki; Emilia,NotSpecified,|Scorpio|B time texter|Socially active|All the drinks|Dog|Smoker when drinking,|Nature|Comedy|Camping|Travel|Movies,8,2,-5.669032304,43.53326807,1.366005860222866e+16,"['Scorpio', 'B time texter', 'Socially active', 'All the drinks', 'Dog', 'Smoker when drinking']","['Nature', 'Comedy', 'Camping', 'Travel', 'Movies']",0d96a142bb1be0c5af9e8a06483030729482e2371cd4e169aec824018ed8d708
22.0,"i'm hungry; it doesn't matter when you read this.||my personality is based on light colors; kittens and memes. sometimes i'm funny; they say. soon i'll come to madrid to live so to meet people it's great :sparkles:||chiquiconseji: talk to me first because even though i'm dying to, i'm dying of embarrassment :disguised_face:||everyone puts their height so; laugh: ’||yes; i have a photo with a huge crab.||:sun_with_face: :sun_with_face:",['Personal de Equipo'],,Tu Carita,Go Roneo,Woman,|Sagittarius|B time texter|Omnivore|Socially active|Non-smoker|Mix drinks|Pet-free|Gym rat,|Instagram|Tattoos|Coffee,10,2,-5.669032304,43.53326807,8.620688977395505e+18,"['Sagittarius', 'B time texter', 'Omnivore', 'Socially active', 'Non-smoker', 'Mix drinks', 'Pet-free', 'Gym rat']","['Instagram', 'Tattoos', 'Coffee']",d050c79dd8bee6796462392135aff3a72587a750c54f7e49719014adef009cab
27.0,es/en||keep calm and send me a gif :upside-down_face:,['NotSpecified'],,Ass Like That Termik,Drift1001,Woman,|Better in person|Beer,|Language Exchange|Travel|Sports|Outdoors,6,2,-5.669032304,43.53326807,8.941341405723574e+18,"['Better in person', 'Beer']","['Language Exchange', 'Travel', 'Sports', 'Outdoors']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
24.0,:Brazil: in :Spain:,['NotSpecified'],,Ateo,C. Tangana; Nathy Peluso,NotSpecified,|Gemini|Better in person|Socially active|All the drinks,|Instagram|Tattoos|Travel|Dancing,5,2,-5.669032304,43.53326807,5.412600028847229e+18,"['Gemini', 'Better in person', 'Socially active', 'All the drinks']","['Instagram', 'Tattoos', 'Travel', 'Dancing']",0870cd20f8e10426b06f07b5471d88124044237463120b6db9c4e1053017fb1e
19.0,|I don't know what I'm doing in the video,['NotSpecified'],,Streets,Doja Cat,NotSpecified,|Cat|Mix drinks,|Netflix|Instagram|Art|Reading,7,2,-5.669032304,43.53326807,-8.311332946613656e+18,"['Cat', 'Mix drinks']","['Netflix', 'Instagram', 'Art', 'Reading']",3f1498e968990117db753a345b647276b8c35a167b906984b91c85e11423c5c3
29.0,:camera_with_flash:|:sunrise:|:national_park:|:luggage:|:black_cat::cat:,['Asesora jurídica'],Universidad de Oviedo,MAMIII,Becky G; KAROL G,NotSpecified,|Libra|B time texter|Omnivore|Socially active|Non-smoker|Occasionally|Beer|All the pets|Masters,|Photography|Hiking|Outdoors,11,2,-5.669032304,43.53326807,4.523598730701584e+18,"['Libra', 'B time texter', 'Omnivore', 'Socially active', 'Non-smoker', 'Occasionally', 'Beer', 'All the pets', 'Masters']","['Photography', 'Hiking', 'Outdoors']",fa09f9d976c97495c1f5d1a5de5c6fad93dd06a986a8b6c8c3f37e4154a87b21
28.0,"I haven't been in Gijon for long so I don't know many people. I'm looking to socialize, have a good time and get to know people! I have a 18-year-old son; I'll give it all at once so there are no surprises :rolling_on_the_floor_laughing:",['NotSpecified'],,,,NotSpecified,|Occasionally|Non-smoker|Cocktails,|Nature|Walking|Travel|Dancing,7,2,-5.669032304,43.53326807,-4.136316175887384e+18,"['Occasionally', 'Non-smoker', 'Cocktails']","['Nature', 'Walking', 'Travel', 'Dancing']",d050c79dd8bee6796462392135aff3a72587a750c54f7e49719014adef009cab
26.0,"engineer or artist, it depends on the day.||fuck fuck boys.||if I have to put a photo in my underwear in the snow, then I do.||looking for someone to take a photo of me from behind on top of a mountain with my arms open.||I just moved to Gijón, can you show me the city?",['NotSpecified'],Universidad Politécnica de Madrid,KITT y los coches del pasado,Ladilla Rusa; Joan Colomo; Los Ganglios; Laura Santos; Lady Gipsy,NotSpecified,|Beer|Dog,|Festivals|Yoga|Tattoos,8,2,-5.669032304,43.53326807,-6.153520484775241e+17,"['Beer', 'Dog']","['Festivals', 'Yoga', 'Tattoos']",d050c79dd8bee6796462392135aff3a72587a750c54f7e49719014adef009cab
19.0,I like to go out with friends and meet new people | I am active on Instagram,['Estudiante at Uní'],Universidad de Oviedo,Nostálgico,Rvssian; Rauw Alejandro; Chris Brown,NotSpecified,|Aries|B time texter|Omnivore|Socially active|Occasionally|Non-smoker|All the drinks|All the pets|In College,|Camping|Movies|Reading|Outdoors,11,2,-5.669032304,43.53326807,8.713744610560547e+18,"['Aries', 'B time texter', 'Omnivore', 'Socially active', 'Occasionally', 'Non-smoker', 'All the drinks', 'All the pets', 'In College']","['Camping', 'Movies', 'Reading', 'Outdoors']",fa09f9d976c97495c1f5d1a5de5c6fad93dd06a986a8b6c8c3f37e4154a87b21
20.0,asturiana:sparkles:||sometimes i sing https://ww.youtube.com/channel/ucwxwlmberjupiczejxbjsg,['NotSpecified'],USAL,Virile,The Blaze,NotSpecified,|Aquarius|In College,|Movies|Music|Travel|Photography|Singer,6,2,-5.669032304,43.53326807,8.765424530758366e+18,"['Aquarius', 'In College']","['Movies', 'Music', 'Travel', 'Photography', 'Singer']",428c2ae654de90b41f955d952427d74dc6d89399020907dd5d939c9d59835846
24.0,:woman_health_worker::stethoscope:; arte; música; cultura asiática y café |:speaking_head: :Spain: :France: :United_Kingdom: ض ⵣ,['Dr. at Unknown'],Universidad de Oviedo,Black Swan,BTS,NotSpecified,|Leo|B time texter|Coffee|INFJ|Socially active|Occasionally|Non-smoker|Halal|Bachelors,|Language Exchange|Making friends|Travel|Coffee,13,2,-5.669032304,43.53326807,-1.1641505885951355e+18,"['Leo', 'B time texter', 'Coffee', 'INFJ', 'Socially active', 'Occasionally', 'Non-smoker', 'Halal', 'Bachelors']","['Language Exchange', 'Making friends', 'Travel', 'Coffee']",d050c79dd8bee6796462392135aff3a72587a750c54f7e49719014adef009cab
25.0,"All roads lead to Rome, but I'm broke, so this is always my point of return.|I'm an illustrator and I study art history, so I can liven up your afternoon by telling you about the wonders of Asturian pre-Romanesque or make you take a super cool nap.|I like video games and music; I cook well and I assure you that I tell the best bad jokes ever. I don't do drugs or play Genshin Impact; what more do you want?| :orangutan::sparkles:",['NotSpecified'],Universidad de Oviedo,Ronson Princess,Clarence James,Woman,|Pisces|Bad texter|Omnivore|Socially active|Non-smoker|Cocktails|Pet-free|In College,|Museum|Art|Music|Reading,11,2,-5.669032304,43.53326807,-4.588221735938173e+18,"['Pisces', 'Bad texter', 'Omnivore', 'Socially active', 'Non-smoker', 'Cocktails', 'Pet-free', 'In College']","['Museum', 'Art', 'Music', 'Reading']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
25.0,carolsanz and || two madrilenians on vacation in san vicente de la barquera until sunday; we are looking for cool people to make cool plans,['NotSpecified'],,,,NotSpecified,|Occasionally|Better in person|All the drinks,|Nature|Music|Sports|World Traveler|Beach Bars,4,2,-5.669032304,43.53326807,-1.9751174560487767e+18,"['Occasionally', 'Better in person', 'All the drinks']","['Nature', 'Music', 'Sports', 'World Traveler', 'Beach Bars']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
21.0,":unicorn: asturiass||I'm looking to meet new people; with women if something comes up, great; with men, just friendship; thanks :)",['NotSpecified'],,,,NotSpecified,|Leo|B time texter|Cat|Socially active|Occasionally|Non-smoker|All the drinks|Carnivore|Hh School,|Coffee|Fashion|Tattoos,10,2,-5.669032304,43.53326807,4.963801179022823e+18,"['Leo', 'B time texter', 'Cat', 'Socially active', 'Occasionally', 'Non-smoker', 'All the drinks', 'Carnivore', 'Hh School']","['Coffee', 'Fashion', 'Tattoos']",3f1498e968990117db753a345b647276b8c35a167b906984b91c85e11423c5c3
29.0,:Dominican_Republic::Ceuta_&_Melilla:spiritual; like; I like deep connections (friendship; family; love..); I have days where I talk a lot and others where I don't; I'm more of an in-person person:beaming_face_with_smiling_eyes:; I like to read; write (for now just for me); go out; travel; meet people; I would like to include sports in my daily life; but for now i only conso it from time to time :grinning_face_with_sweat::person_facepalming:;i like lingerie:face_with_hand_over_mouth::smiling_face_with_open_hands: and i'm trying very hard to describe myself:face_with_tears_of_joy::grinning_face_with_sweat::person_facepalming::thinking_face:|and if you know me and judge for yourself??:smirking_face::beaming_face_with_smiling_eyes::smiling_face_with_smiling_eyes:||:camera:,['camarera; Auxiliar de estética;Aspirante a Escritora...'],IES la magdalena;asturias,La Cosa Mas Bella,Eros Ramazzotti,NotSpecified,|Pisces|Better in person|Omnivore|Socially active|Occasionally|Beer|Dog|Smoker,|Astrology|Wine|Karaoke|Music|Travel,11,2,-5.669032304,43.53326807,-1.45970360795161e+18,"['Pisces', 'Better in person', 'Omnivore', 'Socially active', 'Occasionally', 'Beer', 'Dog', 'Smoker']","['Astrology', 'Wine', 'Karaoke', 'Music', 'Travel']",3f1498e968990117db753a345b647276b8c35a167b906984b91c85e11423c5c3
32.0,"If you pee sitting down, I already like you.||I eat the fruit starting with the skin and I never leave a single edge of the pizza.",['NotSpecified'],,,,Woman,,,7,2,-5.669032304,43.53326807,8.619308515071072e+18,[],[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
24.0,I was highly recommended the app and I was quite curious…|I want to meet people and let things flow. | :Spain:-:Colombia:|,['Camarera at Sidrería'],-,Dilemma (feat. Kelly Rowland),Nelly; Kelly Rowland,NotSpecified,|Scorpio|B time texter|Omnivore|Socially active|Occasionally|All the drinks|Dog|Hh School|Smoker,|Music|Festivals|Cooking|Fashion,11,2,-5.669032304,43.53326807,4.764326780846737e+18,"['Scorpio', 'B time texter', 'Omnivore', 'Socially active', 'Occasionally', 'All the drinks', 'Dog', 'Hh School', 'Smoker']","['Music', 'Festivals', 'Cooking', 'Fashion']",d050c79dd8bee6796462392135aff3a72587a750c54f7e49719014adef009cab
19.0,":cherry_blossom:I like partying, alcohol and sleeping; if you like any of them we can be masters and if you find me partying I hope you'll invite me for a shot ;))|I'm a bit of an otaku but one of those hotties who actually take showers (I also play laugh but I'm a noob):cat_with_wry_smile::smiling_face_with_sunglasses:| :crescent_moon:",['NotSpecified'],,No Me Importa (With Sticky M.A.),Bon Calso; Sticky M.A.; DRED BEY; Harry Bass,NotSpecified,|Cat|Socially active|Leo|Smoker|Beer|Never|Better in person,|Netflix|Movies|Music|Art,10,2,-5.669032304,43.53326807,-2.7984803315499284e+18,"['Cat', 'Socially active', 'Leo', 'Smoker', 'Beer', 'Never', 'Better in person']","['Netflix', 'Movies', 'Music', 'Art']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
24.0,"if you want to get laid don't like it! | I don't know why I always come back here... I'm a mess and I usually take a while to answer; but I'd rather meet up than be hooked on my phone. | ​​Plans that involve physical activity (addicted to sports? maybe..) | Animal lover and vegan (if you're worried about my analytics; I can tell you that everything is fine and you can save yourself the like too; thanks!) | I'm also very sincere, direct and outgoing; and I like people who are like that too.",['teleoperadora'],,Un Nuevo Yo Despierta,El Chojin,Woman,|Capricorn|Better in person|Socially active|Non-smoker|Beer|Vegan|All the pets|Gym rat,|Nature|Crossfit|Dancing|Yoga,6,2,-5.669032304,43.53326807,9.13722027002484e+17,"['Capricorn', 'Better in person', 'Socially active', 'Non-smoker', 'Beer', 'Vegan', 'All the pets', 'Gym rat']","['Nature', 'Crossfit', 'Dancing', 'Yoga']",0d07812acf116bfa6cf707603adf0756e657ea876c84eda899e5601ddab59d22
21.0,I need an adc and a gymbro,['NotSpecified'],Universidad de Málaga,Youngblood,5 Seconds of Summer,Woman,|Scorpio|B time texter|Socially active|Non-smoker|Beer|Dog,|Nature|Music|Fashion|Wine|Travel,11,2,-5.669032304,43.53326807,3.5094453918526136e+18,"['Scorpio', 'B time texter', 'Socially active', 'Non-smoker', 'Beer', 'Dog']","['Nature', 'Music', 'Fashion', 'Wine', 'Travel']",fb0ec9207fff0bd224a357499acac466cc54afe1f283758fb015685fce38abbe
19.0,Argentine and Asturian <. no wankers; thanks. :) meet people and go with the flow.,['NotSpecified'],,Starry Nht - Orinal Mix,Peggy Gou,NotSpecified,|Capricorn|Gym rat|Smoker,|Festivals|Tattoos|Working out,8,2,-5.669032304,43.53326807,2.8094078487095163e+18,"['Capricorn', 'Gym rat', 'Smoker']","['Festivals', 'Tattoos', 'Working out']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
